1,2
2,1
1,3
3,1
1,8
8,1
1,9
9,1
1,10
10,1
1,11
11,1
1,12
12,1
1,14
14,1
1,17
17,1
2,3
3,2
2,8
8,2
2,9
9,2
2,10
10,2
2,11
11,2
2,16
16,2
2,19
19,2
3,0
0,3
3,1
1,3
3,4
4,3
3,8
8,3
3,9
9,3
3,11
11,3
3,14
14,3
4,3
3,4
4,4
4,4
4,5
5,4
4,6
6,4
4,8
8,4
4,9
9,4
4,11
11,4
4,13
13,4
4,15
15,4
4,17
17,4
4,18
18,4
4,19
19,4
5,3
3,5
5,4
4,5
5,8
8,5
5,9
9,5
5,11
11,5
5,13
13,5
5,17
17,5
5,18
18,5
6,0
0,6
6,3
3,6
6,9
9,6
6,11
11,6
6,14
14,6
6,17
17,6
6,18
18,6
7,0
0,7
7,3
3,7
7,4
4,7
7,5
5,7
7,6
6,7
7,7
7,7
7,9
9,7
7,11
11,7
7,18
18,7
8,1
1,8
8,3
3,8
8,4
4,8
8,5
5,8
8,7
7,8
8,8
8,8
8,10
10,8
8,11
11,8
8,14
14,8
8,17
17,8
8,19
19,8
9,3
3,9
9,4
4,9
9,5
5,9
9,11
11,9
9,14
14,9
9,17
17,9
10,0
0,10
10,3
3,10
10,5
5,10
10,8
8,10
10,9
9,10
10,11
11,10
10,12
12,10
10,14
14,10
10,15
15,10
10,16
16,10
10,18
18,10
11,0
0,11
11,3
3,11
11,4
4,11
11,6
6,11
11,7
7,11
11,8
8,11
11,9
9,11
11,11
11,11
11,14
14,11
12,0
0,12
12,3
3,12
12,9
9,12
12,17
17,12
13,9
9,13
13,13
13,13
13,14
14,13
13,18
18,13
13,19
19,13
14,0
0,14
14,3
3,14
14,4
4,14
14,7
7,14
14,8
8,14
14,9
9,14
14,11
11,14
14,14
14,14
14,15
15,14
14,17
17,14
14,18
18,14
14,19
19,14
15,0
0,15
15,3
3,15
15,4
4,15
15,5
5,15
15,6
6,15
15,7
7,15
15,8
8,15
15,9
9,15
15,10
10,15
15,11
11,15
15,12
12,15
15,13
13,15
15,14
14,15
15,16
16,15
15,17
17,15
16,0
0,16
16,8
8,16
16,9
9,16
16,10
10,16
16,11
11,16
16,14
14,16
16,17
17,16
17,2
2,17
17,7
7,17
17,10
10,17
17,12
12,17
18,1
1,18
18,3
3,18
18,8
8,18
18,10
10,18
18,11
11,18
18,12
12,18
18,16
16,18
19,0
0,19
19,9
9,19
19,11
11,19
19,12
12,19
19,17
17,19
20,3
3,20
20,5
5,20
20,7
7,20
20,9
9,20
20,11
11,20
21,0
0,21
21,4
4,21
21,7
7,21
21,11
11,21
21,17
17,21
21,18
18,21
22,0
0,22
22,3
3,22
22,5
5,22
22,6
6,22
22,7
7,22
22,8
8,22
22,9
9,22
22,11
11,22
22,14
14,22
22,17
17,22
22,19
19,22
23,0
0,23
23,1
1,23
23,3
3,23
23,7
7,23
23,8
8,23
23,9
9,23
23,10
10,23
23,11
11,23
23,13
13,23
23,14
14,23
23,17
17,23
24,3
3,24
24,5
5,24
24,6
6,24
24,7
7,24
24,9
9,24
24,11
11,24
24,14
14,24
24,16
16,24
24,17
17,24
24,18
18,24
24,19
19,24
25,7
7,25
25,11
11,25
25,12
12,25
25,13
13,25
25,15
15,25
25,17
17,25
25,18
18,25
26,3
3,26
26,5
5,26
26,8
8,26
26,9
9,26
26,10
10,26
26,11
11,26
26,14
14,26
26,17
17,26
26,19
19,26
27,3
3,27
27,4
4,27
27,5
5,27
27,6
6,27
27,7
7,27
27,8
8,27
27,9
9,27
27,12
12,27
27,14
14,27
27,15
15,27
27,16
16,27
27,17
17,27
27,18
18,27
28,5
5,28
28,7
7,28
28,8
8,28
28,10
10,28
28,11
11,28
29,3
3,29
29,8
8,29
29,10
10,29
29,11
11,29
29,12
12,29
29,14
14,29
29,16
16,29
29,17
17,29
29,19
19,29
30,5
5,30
30,9
9,30
30,13
13,30
30,14
14,30
30,18
18,30
30,19
19,30
31,3
3,31
31,5
5,31
31,7
7,31
31,9
9,31
31,10
10,31
31,11
11,31
31,14
14,31
31,17
17,31
31,19
19,31
32,0
0,32
32,5
5,32
32,6
6,32
32,8
8,32
32,9
9,32
32,10
10,32
32,11
11,32
32,12
12,32
32,13
13,32
33,0
0,33
33,8
8,33
33,12
12,33
33,13
13,33
33,14
14,33
33,16
16,33
33,17
17,33
33,19
19,33
34,5
5,34
34,7
7,34
34,8
8,34
34,10
10,34
34,12
12,34
34,14
14,34
34,17
17,34
35,5
5,35
35,6
6,35
35,8
8,35
35,9
9,35
35,14
14,35
35,17
17,35
36,3
3,36
36,4
4,36
36,6
6,36
36,8
8,36
36,9
9,36
36,10
10,36
36,12
12,36
36,14
14,36
36,17
17,36
36,18
18,36
37,3
3,37
37,5
5,37
37,8
8,37
37,9
9,37
37,10
10,37
37,11
11,37
37,12
12,37
37,14
14,37
37,15
15,37
37,18
18,37
38,10
10,38
38,14
14,38
38,17
17,38
38,18
18,38
39,0
0,39
39,3
3,39
39,6
6,39
39,8
8,39
39,11
11,39
39,14
14,39
39,15
15,39
39,16
16,39
40,0
0,40
40,3
3,40
40,5
5,40
40,6
6,40
40,8
8,40
40,9
9,40
40,11
11,40
40,13
13,40
40,14
14,40
40,17
17,40
41,3
3,41
41,4
4,41
41,8
8,41
41,9
9,41
41,11
11,41
41,12
12,41
41,19
19,41
42,0
0,42
42,3
3,42
42,4
4,42
42,6
6,42
42,8
8,42
42,9
9,42
42,10
10,42
42,11
11,42
42,13
13,42
42,17
17,42
42,18
18,42
43,0
0,43
43,3
3,43
43,4
4,43
43,5
5,43
43,8
8,43
43,9
9,43
43,10
10,43
43,11
11,43
43,14
14,43
43,19
19,43
44,0
0,44
44,7
7,44
44,8
8,44
44,11
11,44
44,14
14,44
44,15
15,44
44,17
17,44
44,18
18,44
44,19
19,44
45,0
0,45
45,3
3,45
45,4
4,45
45,7
7,45
45,8
8,45
45,9
9,45
45,10
10,45
45,11
11,45
45,12
12,45
45,14
14,45
45,15
15,45
45,17
17,45
45,18
18,45
46,3
3,46
46,9
9,46
46,12
12,46
46,14
14,46
46,19
19,46
47,0
0,47
47,3
3,47
47,6
6,47
47,7
7,47
47,8
8,47
47,9
9,47
47,12
12,47
47,13
13,47
47,17
17,47
47,18
18,47
48,0
0,48
48,3
3,48
48,4
4,48
48,8
8,48
48,9
9,48
48,13
13,48
48,14
14,48
48,17
17,48
49,0
0,49
49,3
3,49
49,5
5,49
49,6
6,49
49,7
7,49
49,8
8,49
49,9
9,49
49,11
11,49
49,14
14,49
49,15
15,49
49,16
16,49
49,17
17,49
49,18
18,49
49,19
19,49
50,3
3,50
50,4
4,50
50,6
6,50
50,8
8,50
50,9
9,50
50,14
14,50
50,15
15,50
50,19
19,50
51,3
3,51
51,4
4,51
51,6
6,51
51,8
8,51
51,11
11,51
51,14
14,51
51,17
17,51
52,3
3,52
52,6
6,52
52,8
8,52
52,11
11,52
52,12
12,52
52,14
14,52
52,18
18,52
53,0
0,53
53,3
3,53
53,4
4,53
53,6
6,53
53,7
7,53
53,8
8,53
53,9
9,53
53,10
10,53
53,11
11,53
53,13
13,53
53,14
14,53
53,16
16,53
53,17
17,53
53,19
19,53
54,3
3,54
54,4
4,54
54,5
5,54
54,6
6,54
54,7
7,54
54,8
8,54
54,11
11,54
54,18
18,54
55,6
6,55
55,7
7,55
55,8
8,55
55,9
9,55
55,10
10,55
55,11
11,55
55,14
14,55
55,16
16,55
55,17
17,55
55,18
18,55
55,19
19,55
56,0
0,56
56,3
3,56
56,4
4,56
56,5
5,56
56,8
8,56
56,14
14,56
56,18
18,56
57,0
0,57
57,5
5,57
57,8
8,57
57,9
9,57
57,11
11,57
57,12
12,57
57,14
14,57
57,15
15,57
57,17
17,57
57,19
19,57
58,3
3,58
58,5
5,58
58,6
6,58
58,7
7,58
58,8
8,58
58,9
9,58
58,11
11,58
58,12
12,58
58,13
13,58
58,14
14,58
58,16
16,58
58,17
17,58
58,18
18,58
58,19
19,58
59,3
3,59
59,5
5,59
59,8
8,59
59,9
9,59
59,10
10,59
59,11
11,59
59,12
12,59
59,13
13,59
59,14
14,59
59,15
15,59
59,16
16,59
59,17
17,59
59,19
19,59
60,3
3,60
60,5
5,60
60,8
8,60
60,10
10,60
60,14
14,60
60,17
17,60
60,18
18,60
60,19
19,60
61,6
6,61
61,8
8,61
61,9
9,61
61,10
10,61
61,11
11,61
61,13
13,61
61,19
19,61
62,0
0,62
62,3
3,62
62,11
11,62
63,0
0,63
63,3
3,63
63,9
9,63
63,11
11,63
64,0
0,64
64,3
3,64
64,6
6,64
64,8
8,64
64,9
9,64
64,10
10,64
65,0
0,65
65,6
6,65
65,7
7,65
65,8
8,65
65,9
9,65
65,11
11,65
65,13
13,65
65,14
14,65
65,16
16,65
